text1	text2	label
膝关节感染	转移性肿瘤	0
宫颈中分化鳞癌Ⅱb期放疗后	膀胱过度活动症	0
胎儿盆腔异位肾可能	肾异位	1
左颞叶肿物	肌痛	0
狼疮相关性肺动脉高压	红斑狼疮	1
右手掌疤痕挛缩伴食指屈指肌腱粘连	手指屈肌肌腱粘连	1
头晕。颈椎病。椎动脉供血不全	躯干浅表擦伤	0
原发中枢神经系统淋巴瘤放化疗后	淋巴瘤	1
颈部木棍刺伤并存留	化学治疗	0
乏力，肝异常回声区	乏力	1
肢体擦伤伴异物	视网膜脱离	0
宫颈中分化鳞状细胞癌IB1期	鼻咽恶性肿瘤	0
巨大胎儿	垂体泌乳素瘤	0
口服结核药物呕吐、食欲差	呕吐	1
3、多发肋骨骨折伴双肺挫伤、血胸	肺挫伤	1
急性粒单核细胞白血病	急性粒-单核细胞白血病	1
全身腋窝腹腔颈部下肢淋巴管囊肿	囊性淋巴管瘤	1
双手骨关节炎	骨关节病	1
左乳腺癌肺骨转移放化疗	转移性癌	1
冠心病(三支病变)	心功能不全	0
肝癌术后复发介入治疗后双肺转移	贲门恶性肿瘤	0
右乳纤维腺瘤伴钙化	纤维腺瘤	1
"""右肾癌肺转移,右肾切除术后,腹腔腹膜转移"""	恶性肿瘤治疗后的随诊检查	0
"""胰腺癌放疗,肝转移? 血小板降低,化疗，食欲差"""	骨关节病	0
低锌低铁地贫	地中海贫血	1
宫颈中分化鳞状细胞癌IB1期	子宫颈恶性肿瘤	1
海马变性硬化	大动脉转位	0
胸中段食管鳞癌化疗后	食管胸中段恶性肿瘤	1
慢性胃炎伴糜烂.失眠	支气管扩张症	0
1妊娠晚期胎盘2胎膜脐带大致正常	妊娠状态	1
停经232周B超提示胎儿骶尾部混合回声	妊娠状态	1
下肢挫伤上肢挫伤	"下肢未特指的损伤,水平未特指"""	1
颈椎、椎间盘退行性病变	颈椎间盘变性	1
"""2型糖尿病,冠状动脉粥样硬化性心脏病,2型糖尿病性周围循环并发症,糖尿病性肾病"""	腺癌	0
左肱骨骨质缺损	贲门恶性肿瘤	0
脱髓鞘病变左侧桥脑臂	颈部损伤	0
右侧后腹膜神经母细胞瘤化疗后	颈淋巴结炎	0
血CA125CA199铁蛋白升高原因	食管静脉曲张	0
右拇多指	筛窦炎	0
左颊粘膜鳞癌术后 T3N1M0	肢体无力	0
肾变病综合征其他类型	肾病综合征	1
脊柱隐裂	癌	0
慢性浅表性胃炎伴胆汁反流	脊柱继发恶性肿瘤	0
垂体泌乳素腺瘤术后	肝破裂	0
骨关节病双膝关节置换术后	肝术后	0
电弧烧伤双手	脂肪肝	0
左膝退变伴游离体	膝关节游离体	1
右乳肿物:癌	癌	0
右侧肾盂癌	肾盂恶性肿瘤	1
乳房纤维腺瘤	乳腺良性肿瘤	1
左颊及右舌粘膜扁平苔藓免疫异常	舌扁平苔癣	1
角膜伤口愈合不良右	"""下肢皮肤缺损"	0
溃疡病腹痛待查	腹痛	1
营养性混合性贫血	混合性贫血	1
慢性胃十二指肠炎	乳头溢液	0
感冒/霉菌性皮炎/气管炎	小细胞癌	0
胰腺肿瘤囊腺瘤	囊腺瘤	1
乳腺非典型增生	乳腺增生	1
右肺腺癌，骨转移，化疗，骨破坏	右肺恶性肿瘤	1
脾区管状腺瘤	脑血管硬化	0
原发不孕单角子宫	房间隔缺损	0
右卵巢高级别浆液性癌IIA期	癌	0
双下肢动脉粥样硬化闭塞症	卵巢恶性肿瘤	0
癌细胞侵入胰腺组织并侵及十二指肠粘膜	腺癌	0
腹水查因:结核性腹膜炎	结核性腹膜炎	1
脾虚大便不调痹症高尿血酸血症	肺占位性病变	0
心功能Ⅰ级(KILLIP)	乙状结肠恶性肿瘤	0
原发性肝癌介入治疗后	肝恶性肿瘤	1
未分化缔组织病PBC	结缔组织病	1
腺瘤甲状腺	甲状腺良性肿瘤	1
埋伏牙和阻生牙	溃疡性口炎	0
左前胸壁包块:囊肿	肾积水伴肾和输尿管结石梗阻	0
宫壁组织显变性并见少量胎盘组织粘连	胎盘粘连不伴出血	1
左眼人工晶体眼左眼晶体皮质残留	非霍奇金淋巴瘤	0
肝组织内分化腺癌	色素斑	0
肺癌广泛期	癌	1
妊娠期B族链球菌感染	手部开放性损伤	0
右臀部不典型纤维组织瘤	臀部纤维瘤病	1
右膝关节外侧盘状盘状半月板伴Ⅲ°撕裂	风湿性主动脉瓣狭窄	0
淀粉样变肝损害	淀粉样变肝损害	1
右小腿创伤性软组织缺损皮肤和软组织缺损	下咽恶性肿瘤	0
口干、右上下肢不适待查	未特指的低血糖	0
干燥综合征[舍格伦];胃炎;消化不良;系统性红斑狼疮;贫血;贫血;肾功能不全;骨关节病	贫血	1
糖尿病周围病变	贲门口狭窄	0
上腭癌	急性淋巴细胞白血病	0
原发不育月经不调多囊症	脾囊肿	0
右乳外上多发实性占位	胸部占位	1
晚孕32单活胎G-6-PD缺乏症	腰椎骨折L1	0
中耳胆脂瘤(术后)	浆液性囊腺癌	0
右乳腺增生病伴囊肿形成并见异物肉芽肿	淋巴瘤	0
软骨钙沉着其他的	其他特指的椎间盘移位	0
肋骨瘤可能	人工晶体植入状态	0
狂犬疫苗后急性播散性脊髓膜炎	支气管炎	0
甲状腺滤泡性腺瘤伴囊性变	甲状腺良性肿瘤	1
肝内胆汁淤积	胆汁淤积症	1
外伤性瞳孔强直左	异位妊娠后子宫破裂	0
多发性骨髓瘤 (IGG K轻链型 DS分期IIA期 ISS分期II期 NCR)	子宫颈恶性肿瘤	0
右环指近节指骨近端内生软骨瘤	心功能Ⅱ--Ⅲ级(NYHA分级)	0
1.肝癌综合治疗后复发； 2.慢性乙肝	多汗症	0
舌部麻木原因待查躯体形式障碍可能性大	躯体症状障碍	1
纵膈、左肺门淋巴结转移胸膜转移不除外	纵隔淋巴结继发恶性肿瘤	1
AECOPD慢性肺心病失代偿期	管状绒毛状腺瘤	0
右侧颊粘膜病变	口腔粘膜其他和未特指的损害	1
结缔组织增生性黑素瘤待排	恶性黑色素瘤	1
右下颌骨成釉细胞瘤	下颌骨良性肿瘤	1
颈部恶性神经鞘瘤术后	高血压	0
左回旋支闭塞多支轻-中度狭窄	咳嗽	0
左腹股沟疝术后	具有子宫内避孕装置	0
宫颈中分化鳞癌免疫治疗	恶性肿瘤免疫治疗	1
急性脑梗死右侧额叶顶叶颞叶梗死	腺癌	0
鼻窦乳头状瘤术后复发	结缔组织病	0
化疗后血小板减低症	药物性血小板减少	1
膀胱腺癌	膀胱恶性肿瘤	1
膝关节骨关节炎疼痛行动不便	肌肉肿物	0
宫颈炎性疾病，子宫肌瘤术后	子宫平滑肌瘤	1
鼻唇沟注射整形后左眼失明	子宫多发性平滑肌瘤	0
肾继发性病综合征	肾病综合征	1
"""高血压病,高血压病，抑郁症"""	大脑变性	0
腰椎间髋骨退行性变	粘液腺癌	0
化疗后白细胞下级	子宫内膜样癌	0
左足反复破溃伤口不愈除外骨质改变	小腿损伤	0
左侧少量胸水考虑结核性	"""被其他哺乳动物咬伤或抓伤,在未特指场所"	0
胸水未见瘤细胞	结肠术后	0
"""深静脉血栓形成,肺腺+130:400癌IV期,肝功能损伤,化疗呕吐,白细胞减少 中性粒细胞减少"""	乳腺增生	0
"""乳腺癌改良根治术后,化疗,骨转移,骨质疏松,肝转移,肝损伤"""	肝继发恶性肿瘤	1
宫颈鳞状细胞CaIIa1期	右肺恶性肿瘤	0
非霍奇金淋巴瘤 滤泡性	未特指的滤泡性非霍奇金淋巴瘤	1
截肢残端处多处三期压疮肩胛部3期压疮	截肢	1
右侧鼻腔恶性黑色素瘤	胆管梗阻	0
脑血管病/上呼吸道感染	印戒细胞癌	0
丝虫性象皮病	丝虫性象皮肿	1
T12L1后缩性骨折	腰椎压缩性骨折	1
十二指肠降段腺瘤	颌下淋巴结炎	0
高血压冠心病关节炎牙痛	多发性脑梗死	0
左股动脉支架植入术	周围血管支架植入术后状态	1
冠心合并肺心病-心功能3级	肺源性心脏病	1
1、胸下段食管鳞癌;	肌炎	0
宫颈腺体囊性增生伴局部腺体低级别异型增生	癌	0
胆总管末端阳性狭窄并低位胆道梗阻	陈旧性指骨骨折	0
冠心病;失眠;慢性喘息性支气管炎	卵巢恶性肿瘤	0
双侧乳癌根治术	双侧乳腺恶性肿瘤	1
脑白质缺血脱髓鞘改变	化学治疗	0
"""右侧乳腺粘液癌术后,放射治疗,上感"""	多发性神经病[多发性神经炎/周围神经炎]	0
子宫发育异常	子宫畸形	1
"""右侧乳腺粘液癌术后,放射治疗,上感"""	恶性肿瘤放疗	1
慢阻肺肺心病急性发作	慢性阻塞性肺疾病	1
纵隔2-7组、右肺门、左侧锁骨上淋巴结转移	锁骨上淋巴结继发恶性肿瘤	1
直肠癌术后复查;回肠造口术后	"""下肢未特指的损伤,水平未特指"""	0
慢性粒细胞白血病-急性淋巴细胞白血病变	癌	0
"""左面颈部及牙龈肿物，CA?,疼痛"""	癌	1
双眼白内障术后	海马硬化[颞叶内侧硬化]	0
多指[趾]和并指[趾]畸形	浸润性导管癌	0
右肺鳞癌 cT4N3M1 Ⅳ期	右肺恶性肿瘤	1
电击伤双下肢	"电击伤"""	1
右侧额窦骨瘤	女性盆腔炎	0
右乳非特殊类型浸润性癌 T2N1M0 IIB期	乳腺恶性肿瘤	1
颈部恶性神经鞘瘤术后	恶性神经鞘瘤	1
滋养细胞肿瘤IV12第二次诱导化疗后	滋养细胞病	1
高血压，冠心病，肾衰，抑郁症	子宫术后	0
口周麻木	胫骨骨折	0
右乳腺癌新辅助化疗	乳腺恶性肿瘤	1
盆腔内淋巴结继发性恶性肿瘤	肝硬化	0
右月骨开放性脱位并正中神经卡压	正中神经卡压综合征	1
右肺尖神经肿瘤，支气管炎	头部损伤	0
妊娠瘙痒闰（妊娠合并肝内胆汁淤积症）	瘙痒症	1
右肺腺癌，骨转移，化疗，骨破坏	结肠恶性肿瘤	0
右前臂肌肉软组织缺血坏死	胎盘植入不伴出血	0
左足跟骨距骨舟骨撕脱性骨折	会阴部软组织感染	0
贲门局灶癌变	鳞状细胞癌	0
脂溢性皮炎并脱发	脱发	1
右颈肿痛	颈痛	1
高血压。冠心病。咳嗽。咽痛。腰腿痛。失眠。头晕	头晕	1
创伤性脊椎病坎梅耳氏病	kummell病	1
直肠腺癌根治术后pT2N0M0	直肠术后	1
降结肠管状腺瘤未带蒂部	恶心	0
龈口炎	下肢占位	0
左颊部涎腺粘液囊肿	唾液腺粘液囊肿	1
多发性骨髓瘤 (IGG K轻链型 DS分期IIA期 ISS分期II期 NCR)	多发性骨髓瘤(ISS分期II期)	1
右肺腺癌术后化疗放疗后，脑M，CT显示复发。	恶性肿瘤复发	1
急性ST段抬高型心肌梗死下壁	乳腺术后	0
肺部阴影(感染性)	化学治疗	0
先心病房缺封堵术后；高血压	高血压	1
慢性肾脏病矿物质及骨异常	急性粒细胞性白血病	0
痛经，IUD	食管胃连接部恶性肿瘤	0
造瘘口肠粘膜脱出	胃肠道的其他人工造口状态	1
卵巢高级别浆液性乳头状癌，第三次化疗后	卵巢恶性肿瘤	1
主动脉缩窄	主动脉缩窄	1
右手拇指关节皮缺损	皮肤缺损	1
全身多处转移性骨肿瘤	转移性肿瘤	1
右乳腺病伴导管扩张症及大汗腺化生	乳腺导管扩张症	1
子宫腔息肉型恶性中胚叶混合瘤	子宫恶性肿瘤	1
左下肢疼痛伴力弱	脊髓病	0
左下肢肌萎缩	胚胎移植术后	0
空蝶鞍垂体受压改变	空泡蝶鞍综合征	1
左踝关节前方滑膜撞击征左足副舟骨	椎动脉血栓形成	0
原发性不孕-输卵管因素	输卵管起因的女性不孕症	1
冠状动脉粥样症前降支心肌桥	冠状动脉肌桥	1
右前臂背伸肌腱陈旧性继裂	循环系统疾病并发于妊娠、分娩和产褥期	0
胃角管状腺瘤	糜烂性胃炎	0
B2锥形牙牙间隙	"下肢未特指的损伤,水平未特指"""	0
脑缺血并周围神经病変脑记忆力减退	直肠良性肿瘤	0
G2P1孕36周已产LOA	神经鞘膜瘤	0
"""肺腺鳞癌,脑转移,非小细胞肺癌晚期,化疗止吐,抗过敏"""	腓总神经损伤	0
"""关节病,动脉粥样硬化,腹泻"""	O	1
郁症.失眠.腰腿痛.甲状腺结节	眼术后	0
"""左卵巢高级别浆液性癌,甲状腺功能低下,失眠 关节疼痛,严重骨质疏松,失眠,便秘"""	便秘	1
术后伴胸壁、纵隔、腹膜后等多发淋巴结转移（T1bN3M1a IV期）	胎死宫内	0
盲肠1升结肠2管状腺瘤伴低级别上皮内瘤变	子宫恶性肿瘤	0
烧伤后全身瘢痕增生	多处烧伤	1
右上臂腕部皮肤抓伤	妊娠状态	0
右眉弓玻璃划伤	管状腺瘤	0
子宫内膜中分化子宫内膜样腺癌	脂肪肉瘤	0
息肉切除组织123均为绒毛-管状腺瘤	人工晶体植入状态	0
右手背手掌皮肤撕脱并缺损	皮肤缺损	1
右心房扩大	鳞状细胞癌	0
右侧输尿管上段结石并右肾重度积水	肾积水伴输尿管结石	1
"""右肺腺癌,纵隔淋巴结转移,左肾上腺转移"""	食管恶性肿瘤	0
双侧慢性鼻窦炎鼻息肉	妊娠状态	0
鼻部面部多处抓伤	冠状动脉粥样硬化性心脏病	0
原发不孕结核性	原发不孕	1
免疫相关性白质脑病脑白质变性3级	通气功能障碍	0
心湿性心脏病心功能１级	风湿性心脏病	1
视网膜修复术后	管状绒毛状腺瘤	0
"""头晕,高血压,糖尿病；脑出血恢复期"""	全血细胞减少	0
软组织感染;动脉粥样硬化并高脂血症;冠状动脉粥样硬化性心脏病;周围神经病;慢性支气管炎;贫血	低钾血症	0
蝶鞍区脑膜良性肿瘤	扁平苔癣	0
左乳癌术后伴双肺、多发骨转移综	癌	0
右肺中叶支气管外压性狭窄	胸闷	0
右上肺周围型中分化肺癌IIIa	尺骨骨折不连接	0
醛固酮过多症	醛固酮增多症	1
气管切口出血	高血压	0
肺炎肺癌复诊	截肢	0
左足拇趾趾甲剥脱甲床破裂	甲脱离	1
甲状腺滤泡性癌	甲状腺恶性肿瘤	1
肝脏挫伤术后	腰部劳损	0
放疗后继发不适	放射治	1
"""直肠癌 盆腔淋巴结转移 术前放化疗,恶心 呕吐"""	T淋巴细胞和髓系混合表型急性白血病	0
咳嗽待查上气道综合症？胃食管反流？	脑梗死	0
缺锌重轻度缺铁胃口睡眠差	胆管恶性肿瘤	0
胃肿瘤化疗	化学治疗	1
咽旁间隙及鼻咽血管瘤术后	鼻咽血管瘤	1
冠心病心律失常型;高血压;慢性喘息性支气管炎;高血压性肾病	肺挫伤	0
急性布-加综合征肝静脉型	妊娠状态	0
右乳纤维囊性乳腺病并纤维腺瘤	2型糖尿病性周围神经病	0
（右肺上叶）中分化鳞状细胞癌PT1N0M0Ia期	右肺上叶恶性肿瘤	1
硬膜外血肿伴不全瘫胸3-5椎体水平	不完全性瘫痪	1
痤疮瘢痕	瘢痕	1
36颊侧移位II度松动	牙齿移位	1
右臀部纤维肉瘤	纤维肉瘤	1
肝MT术后，淋巴结转移	癌	0
宫颈中高分化鳞癌IIIb期放化疗后	子宫颈恶性肿瘤	1
面肿湿阻血瘀月经不调淋漓	发热	0
右小腿截肢肢麻气滞血瘀经络不畅	截肢	1
外阴鳞癌	甲状腺功能亢进症	0
"""直肠癌术后ypT2N0M0,高血压,冠心病,双肾囊肿"""	疫苗接种后脑脊髓炎	0
左足第4、5足趾间恶黑，左腹股沟、左髂血管淋巴结转移	癌	0
动脉导管迟缓关闭	脊柱骨关节病	0
食管胃交界溃疡型混合型神经内分	溃疡性口炎	0
左肾盂癌	肾盂恶性肿瘤	1
子宫肌瘤雕核术后	尿道瘘	0
多处皮肤擦挫伤、多处软组织伤	多处皮肤浅表挫伤	1
"""体表肿瘤活检 喉癌术后,复查开药 胃镜检查"""	先天性足畸形	0
降结肠高分化腺癌根治术后I期PT2N0M0	陈旧性胸膜结核	0
扁桃体炎，腹泻病，支气管炎;	O	1
宫颈癌ⅡB放疗	子宫颈恶性肿瘤	1
胃窦隆起糜烂	糜烂性胃炎	1
多发脑腔隙灶右脉络膜裂小囊肿	孕37周	0
小脑胶质瘤术后；术后反应性精神障碍	甲状腺术后	0
浮肿原因待查慢性肾脏病可能	化学治疗	0
妊娠11+1周，G4P1，甲减，巨大儿分娩史，	胃良性肿瘤	0
电弧烧伤双手	手部烧伤	1
左肘疤痕挛缩伴功能受限	血管支架植入术后状态	0
全身多发转移癌I-125粒子植入术后	足部烧伤	0
慢性萎缩性胃炎并肠化生	未特指的肝病	0
躯体化障碍外伤后神经症反应	躯体化障碍	1
宫颈考虑局灶腺体高级别异型增生	脑膜瘤	0
左侧冠脉扩张心功能0级	心功能不全	1
肾积水伴肾和输尿管结石(术后)	肾输尿管结石	1
胃幽门癌	癌	1
咀嚼无力吞咽无力功能性疾病可能性大	吞咽障碍	1
左腕小多角骨三角骨撕脱性骨折	小多角骨骨折	1
移植肾肾病	肾病	1
结肠腺癌Ⅳ期	失眠	0
右肺癌靶向治疗	恶性肿瘤靶向治疗	1
白内障晶状体置换术后（右）	眼术后	1
心脏起搏器更换电池	湿疹	0
左上肢浮肿静脉血流瘀滞可能性大	水肿	1
头昏沉原因癔症样发作	癔症样发作	1
"""左足底黑色素瘤扩大切除术后,左下肢肌肉间转移，肺、肝转移？,胃溃疡"""	腰椎压缩性骨折	0
1脑缺血脱髓鞘2心肌缺血	心肌供血不足	1
细菌性阴道炎(外阴炎)	粟疹	0
心脏起搏器心房电极磨损	口腔扁平苔癣	0
急性坏疽性阑尾炎并周围脓肿	急性坏疽性阑尾炎	1
下腹部扭伤	身体未特指部位的脱位、扭伤和劳损	1
"""非霍奇金淋巴瘤,FL,白细胞减少"""	短暂性全面遗忘	0
咽喉炎，感冒;右侧肺炎，糖尿病	感冒	1
右侧睾丸未降？	肾病综合征	0
直肠恶性肿瘤免疫治疗	直肠恶性肿瘤	1
右膝关节外侧不完全盘状半月板撕裂	舌扁平苔癣	0
右上肺腺癌综合治疗后	右肺上叶恶性肿瘤	1
阴道真菌月经不调	真菌性阴道炎	1
"""肝功能升高，化疗保肝,T淋巴母细胞淋巴瘤,"""	化学治疗	1
意识障碍原因待查低血糖发作脑缺血发作	低血糖症	1
左肺癌全身转移综合治疗后	肺术后	0
结肠蕈伞型中分化腺癌	腺癌	1
"""多发骨转移癌伴重度疼痛,免疫力低下"""	脑血管供血不足	0
中指掌指关节部分脱位	子宫颈恶性肿瘤	0
双下肢无力原因待查腰椎病所致可能性大	肢体无力	1
中重度主动脉反流	主动脉瓣关闭不全	1
双肺间质性改变不除外间质纤维化请结合病史	肺间质纤维化	1
宫颈癌ⅡB放疗	放射治疗	1
"""右肺癌,肝脏多发弥漫性结节,双侧肾上腺占位胃溃疡胃酸多,多发骨转移 中重度疼痛,维生素缺乏 咳嗽,化疗止吐 脑转移"""	肝继发恶性肿瘤	0
多发颌面部骨折	面骨多发性骨折	1
子宫平滑肌瘤，伴腺瘤样瘤性平滑肌瘤和腺肌症；增生期样子宫内膜；慢性宫颈炎。	子宫平滑肌瘤	1
纯红细胞再生障碍	纯红细胞再生障碍性贫血	1
创伤后应激障碍＋器质性脑病	癌	0
四肢抖动待查低钙脑损伤新生儿良性惊	恶性肿瘤	0
降结肠管状腺瘤乙状结肠绒毛状-管状腺瘤	管状腺瘤	1
双侧基底节区腔隙灶老年性脑改变	腔隙性脑梗死	1
宫内早孕	妊娠状态	1
巧囊术后	卵巢巧克力样囊肿	1
结肠肝曲管状腺瘤直肠管状腺瘤	结肠肝曲良性肿瘤	1
肛旁疖肿	颈内动脉血栓形成	0
右肺腺癌综合治疗后	下肢皮肤坏死	0
右卵巢高级别浆液性癌IIA期	卵巢恶性肿瘤	1
"""右肺癌,肝脏多发弥漫性结节,双侧肾上腺占位胃溃疡胃酸多,多发骨转移 中重度疼痛,维生素缺乏 咳嗽,化疗止吐 脑转移"""	咳嗽	1
鼻咽放疗后	鼻咽恶性肿瘤	1
双股骨头AVN继发OA	肱骨滑车骨折	0
非霍奇金淋巴瘤 滤泡性淋巴瘤 3A级 Ⅳ期 A组（累及双锁骨上窝、双腋窝、纵隔心膈角区、腹膜后、盆腔、双腹股沟）ECOG评分3分 A组FLIPI-1 5分 FLIPI-2 3分	锁骨上继发恶性肿瘤	1
右乳增生性炎	乳腺炎	1
右足外侧皮肤缺血坏死	下肢皮肤坏死	1
"""左卵巢高级别浆液性癌,甲状腺功能低下,失眠 关节疼痛,严重骨质疏松,失眠,便秘"""	浆液性癌	1
左胸左下肢刀伤颈部胸部双上肢枪伤	上肢开放性损伤	1
右侧输卵管伞端闭锁并积血	输卵管血肿	1
支气管哮喘并感染	感染	1
Z足癣继发感染	足癣	1
直肠乙状结肠管状腺瘤建议定期随诊复查	直肠良性肿瘤	1
子宫肌瘤并腺肌症	子宫肌腺症	1
腹痛待查、原发性高血压2级高危	乳头溢液	0
左足第四趾肿物，恶黑？	癌	0
双胎之一羊水增多胎儿肠管扩张	右室双腔心	0
急性脑梗死；高血压病；心肌缺血	瘢痕粘连	0
肺内占位待查－－肺癌	癌	1
冠心病心房纤颤高血压头痛	输卵管妊娠	0
双侧乳癌根治术	淋巴瘤	0
左盂肱关节破坏结核性类风湿性	肩关节结核	1
慢性风湿性心脏瓣膜疾病	恶性肿瘤维持性化学治疗	0
"""血管紧张性头痛,海绵状血管瘤，睡眠障碍,高血压病"""	头痛	0
颅脑外伤性意识障碍颞叶硬膜下积液	扁平苔癣	0
直肠中下段腺癌	胸椎压缩性骨折	0
左肺部块影待查：肺恶性肿瘤？肺炎？肺结核？	先天性脑膜膨出	0
"""直肠癌晚期,肝转移，化疗"""	慢性子宫颈炎	0
心功能肌缺血IV级	糖尿病	0
子宫内膜样腺癌伴鳞状上皮分化	骨盆部囊肿	0
乳腺癌术后骨转移严重骨质疏松	转移性癌	1
卵巢癌肿瘤细胞减灭术术后	癌	1
左侧股骨及髋臼骨纤维结构不良	股骨纤维结构不良	1
原发不孕卵巢储备功能减低	卵巢功能减退	1
化疗后血小板减低症	冠状动脉粥样硬化性心脏病	0
淋巴瘤的化疗治疗滤泡	化学治疗	1
子宫内膜癌I期	子宫内膜样癌	1
腰骶部臀部外伤	臀部软组织损伤	1
眼外肌不全麻痹右外直肌右下直肌	眼下直肌麻痹	1
胃角中分化腺癌	支气管扩张症合并感染	0
双乳腺病伴部分导管扩张和上皮大汗腺化	子宫颈恶性肿瘤	0
乙状结肠溃疡型中分化腺癌pT4aN0M0 IIB期根治术后	腺癌	1
右前臂压疮皮缺损	压疮	1
回肠膀胱乳头新生物	肱骨骨折不连接	0
送检右侧髋臼为死骨纤维组织伴坏死渗	盆腔炎	0
腰3椎体缩性骨折伴骨髓受压	脊髓受压	1
咳嗽、发热原因待查：肺部感染？肺部结核？肺部肿瘤？	肺结核	1
回肠双腔造瘘术后	回肠造口状态	1
幼年性毛细血管瘤	骨关节病	0
考虑镍性皮炎日光性皮炎	光照性皮炎	1
距肛门55cm结肠管状腺瘤Ⅱ级	癌	0
"""宫颈癌放疗后,双肺多发结节 转移？ 骨转移T6压缩骨折,癌性疼痛,反流性食道炎,功能性便秘,躁郁症,风湿性关节炎,带状疱疹后神经痛"""	风湿性关节炎	1
淋巴细胞减少症	血管瘤	0
颅内多发轻度动脉狭窄伴斑块形成	动脉狭窄	1
右上肢及胸腹部锯割伤	胸部开放性损伤	1
右足肿物	卵巢恶性肿瘤	0
筛上颌窦炎鼻息肉	神经性肌强直[艾萨克斯综合征]	0
格林巴利综合征可能性大脑白质病变不除外	脑白质病	1
"""食管癌,化疗呕吐反流性食管病,低钾血症水肿,行动不便,白细胞低,咳嗽"""	化学治疗	1
左足第4趾部分坏死左足背皮肤缺损	癌性疼痛	0
肝硬化脾亢(术后)	子宫多发性平滑肌瘤	0
右肾结节查因:错构瘤	鳞状细胞癌	0
右上肢疤痕挛缩粘连	瘢痕挛缩	1
从4米高摔下致伤头部	肾恶性肿瘤	0
加速性性交界性逸搏心律	结性逸搏	1
右中指末节开放伤伴指深屈肌腱指神经损伤	指神经损伤	1
风湿性瓣膜病	前列腺术后	0
真菌性肺炎肺组织胞浆菌病	真菌性肺炎	1
"""胃角Ca,胃镜检查,预防出血"""	胃肠道的其他人工造口状态	0
输尿管结石切开取石术后	免疫相关性血细胞减少症（IRP）	0
脊髓松解后大小便失禁	尿失禁	1
传染性单核细胞增多症	未特指的传染性单核细胞增多症	1
臀部软组织尤文肉瘤	听神经瘤	0
电解质功能紊乱低钾低钙	透明细胞癌	0
继发性间质肺疾病	放射性损害	1
右侧桡骨远端开放性骨折	上肢开放性骨折	1
双眼屈光不正(近视)	近视	1
胃底胃体癌综合治疗后	臀部肿瘤	0
胸椎脊柱旁占位	硬膜外血肿	0
"""鼻咽癌放化疗 骨肝转移，恶心呕吐，,失眠，食欲差,白细胞下降,免疫力下降,胸膜占位转移"""	非霍奇金淋巴瘤	0
细菌口腔炎	口炎	1
肺间质病变合并肺部感染	足癣	0
食管溃疡浸润型中分化鳞状细胞癌	鳞状细胞癌	1
耳咽管功能下降	O	0
生长评估阴囊阴茎融合维生素D不足铅暴露	维生素D缺乏	1
肝右外叶肝细胞癌	非霍奇金淋巴瘤	0
口服结核药物呕吐、食欲差	食欲不振	1
胆囊绒毛管状腺瘤伴灶性重度异型增生?	胆囊良性肿瘤	1
胃窦隆起型病变憩室可能	过敏性皮炎	0
颈动脉粥样硬化症	颈动脉粥样硬化	1
右眼球贯通伤	肋骨骨折	0
婴儿支气管炎	支气管炎	1
右卵巢浆液性囊腺癌	脑梗死	0
淋巴结内淋巴上皮样癌	癌	1
1.主动脉夹层.2.哮喘	支气管哮喘	1
"""直肠癌 盆腔淋巴结转移 术前放化疗,恶心 呕吐"""	血吸虫病	0
右手背手掌皮肤撕脱并缺损	手部开放性损伤	1
原发性肝癌;慢性乙型病毒性肝炎;肝炎后肝硬变;骨转移	亚急性甲状腺炎[德奎尔万甲状腺炎]	0
右侧输卵管异位妊娠保守治疗后	先兆流产	0
妊娠40周，孕1产0，LOP，单活胎	非霍奇金淋巴瘤	0
食管鳞癌维持性化学治疗	自体造血干细胞移植状态	0
卵巢癌细胞减灭术后	卵巢恶性肿瘤	1
消化道癌	浆液性腺癌	0
食管中分化鳞形细胞癌	鳞状细胞癌	1
右前臂刀刺伤	神经断裂	0
食管溃疡浸润型中分化鳞状细胞癌	食管恶性肿瘤	1
多发子宫平滑肌瘤	小腿撕脱伤	0
透明细胞肾细胞癌	肾恶性肿瘤	1
急性呼吸窘迫综合症（重度）	急性呼吸窘迫综合征	1
尺神经病变颈腰椎病取药	颈椎病	1
无力性脚感觉异常症	不安腿综合征[不宁腿综合征]	1
全身淋巴结放化疗后	子宫术后	0
前列腺癌T3bN0M1	癌	1
四肢躯干无力原因待查格林巴利综合症不除外	放射治疗	0
右上叶GGO不除外恶性	肝恶性肿瘤	0
右上颌窦为大量胶原变性组织伴钙盐沉积	多发性神经病[多发性神经炎/周围神经炎]	0
肝交界恶性肿瘤	肝恶性肿瘤	1
银屑病玫糠伴化脓	门静脉瘤栓	0
发热肺部感染头晕脑出血后遗症	便秘	0
咽异物感、甲状腺左叶结节	药物性皮炎[药疹]	0
右乳恶性分叶状肿瘤	子宫颈上皮内瘤变III级[CINIII级]	0
; 直肠癌术后; 内痔	直肠术后	1
双乳纤维腺瘤合并纤维囊性乳腺病	化学治疗	0
腰椎陈旧性压缩性骨折	非小细胞癌	0
左眼神经损伤	身体未特指部位的神经损伤	1
鼻部纤维丘疹病	烧伤	0
宫颈中分化鳞癌免疫治疗	鳞状细胞癌	1
胃窦病分化腺癌	上呼吸道感染	0
甲状腺双叶微小乳头状癌	乳头状微小癌	1
